Cod Transaccion;Num. unidades;Valor unidad para las operaciones del dia t;Valor fondo al cierre del dia t;Num. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. ano
9334;989304.249;16695.22;17210475758.46;557;6.444435;11.588876;13.067411;12.469536
9335;4274468.907;10557.03;42418961898.65;2;6.971311;12.141145;0.0;0.0
9336;8579181.087;12745.05;109342054186.58;1;7.183521;12.363582;13.852354;13.250339
9337;3776099.571;17299.98;72241106881.92;22;7.183521;12.363582;13.852354;13.250339
9338;12704.673;16175.07;205498930.88;2;6.026642;11.15095;12.6237;12.028163
9339;293452.144;13237.50;3884571286.79;24;8.102917;11.67592;11.513533;10.950376
9340;452302.833;11553.96;5225889711.82;11;7.314501;13.46959;10.877756;10.919863
9341;25022501.487;10201.95;295697141711.56;1;9.059958;11.322163;0.0;0.0
9342;50354625.674;10290.78;517765505046.15;2;8.522822;10.773916;0.0;0.0
9343;4336701.279;1088.80;4721816853.13;6;-4.42192;-17.49541;-45.712852;-33.816723
9344;229521.054;22974.97;5273893281.15;10;1.074057;10.845307;11.864208;11.050507
9345;15097067.156;23654.73;357951610097.20;13;1.670374;11.499107;12.524001;11.705512
9346;159.707;11282.09;1801833.49;1;2.476295;12.382903;13.415895;12.590938
9347;5588915.919;13802.10;77138799870.30;3;3.398691;13.394022;14.436285;13.603926
9348;234212.606;23446.25;5512283202.66;236;1.770443;11.608822;12.634722;11.815431
9349;1570990.667;23848.34;37581808316.17;95;2.172691;12.049845;13.079787;12.257268
9350;455715.031;12140.94;5312414649.18;9;0.975348;10.737083;11.754992;10.942083
9351;6299637.982;24414.86;153500038482.66;28;2.730989;12.661959;13.697512;12.870511
9352;3596033.545;23426.82;88058573343.77;87;1.470823;11.28032;12.303209;11.486323
9353;1336816.976;16274.51;21757040839.42;68;-13.019369;10.850399;15.300512;12.852163
9354;243420.629;4360.07;1061331551.05;4;142.58015;-70.1529;-75.663376;-6.998989
9355;9208970.768;10721.44;98733385967.74;6;9.991138;3.272294;3.163577;-5.413803
9356;16635456.894;11477.88;190939850382.30;2;44.034084;1.557717;0.177148;4.862004
9357;3922761.082;23839.06;93705260116.48;4311;3.061749;9.257646;15.3783;12.539975
9358;29195760.627;27244.62;794044259580.79;89149;10.422114;11.430986;12.687648;12.14706
9359;17614327.491;11894.87;209520070511.35;2;10.188769;11.974169;12.895491;12.331848
9360;32221657.893;10460.65;337756178236.99;260;10.462676;12.25249;13.176631;12.611939
9361;7412436.657;10557.07;75653304791.70;33;10.407789;12.196722;13.119903;12.556064
9362;16802696.247;10144.18;173909340570.58;7;9.970614;11.752486;12.674762;12.122855
9363;134494712.52;10111.63;1373509532959.85;102992;9.861862;11.642959;12.561336;11.99987
9364;269799481.648;10114.08;2673393848745.96;14940;9.877468;11.646735;12.569545;12.009509
9365;123790596.682;10267.97;1272900249159.19;5538;10.188772;11.974466;12.896345;12.333023
9366;44782663.885;19038.56;908319658633.41;373;6.935328;11.630105;12.62056;11.580525
9367;3721925.892;19039.09;67552971647.98;199;6.935328;11.630125;12.621494;11.586046
9368;1268498.483;11392.23;13848785594.58;3;7.147267;11.851314;12.842779;11.800639
9369;607775.903;10156.95;6173148814.81;1;7.25355;11.962251;0.0;0.0
9370;840018.467;10073.80;26461927253.86;1;7.680795;0.0;0.0;0.0
9371;519952.358;136628.42;71093381637.27;3759;748.30945;72.18902;57.3588;27.72133
9372;729087.056;12486.70;9103889881.29;5;13.193455;13.385076;14.23457;14.382314
9373;410822.478;12890.94;5305887779.02;3;15.117081;15.542549;16.272324;16.403643
9374;7529236.15;27248.25;206395536806.04;823;11.985614;12.17883;13.00077;13.155275
9375;247150.514;21144.53;5225882124.66;11;12.458903;12.20973;11.937064;11.327908
9376;15625555.232;13026.56;203547256546.85;1;13.118961;12.868328;12.594067;11.981345
9377;6861287.58;10928.72;74985096179.46;1;13.244774;13.288219;12.946019;0.0
9378;3254892.72;14038.18;45692756826.47;102;12.026239;12.069217;11.730689;11.684499
9379;844739.565;13103.16;11068760141.62;39;12.026238;12.069217;11.730689;11.684499
9380;485350.989;12379.80;6028548052.10;45;-2.466151;10.854627;18.463203;14.960501
9381;1512149.037;12779.92;19325150151.63;5;-1.003043;12.516974;20.23932;16.689007
9382;359149.078;12272.89;4407798225.16;29;12.923064;13.107815;13.186661;13.006409
9383;533253.481;12272.89;6544562936.44;20;12.923064;13.107816;13.186661;13.006409
9384;5189124.63;12949.13;67194658872.66;3;16.596695;16.554115;16.549316;16.357578
9385;492939.664;12091.38;5960318469.66;9;9.307325;12.428616;13.343197;12.591397
9386;1350991.066;11899.42;16144973875.57;100;7.904856;10.98621;11.889089;11.142975
9387;9487713.786;10471.66;99352088924.39;441;18.286964;16.637375;0.0;0.0
9388;11533043.452;17262.44;209918327551.74;490;1.661363;10.075384;12.503406;11.886951
9389;1961523.038;17680.87;27854119051.93;1741;2.162156;10.617524;13.057832;12.441151
9390;8669538.113;12878.11;114555240653.76;18;2.820589;11.330279;13.800649;13.176355
9391;97.371;13691.39;1333140.47;1;2.665854;11.162646;13.613382;12.991682
9392;11782517.737;16923.31;200319050564.09;6696;1.165443;9.553741;11.929581;11.381672
9393;11167109.368;17510.91;168317258223.89;15;1.961249;10.400225;12.842514;12.220479
9394;147099.492;16905.72;2486823180.43;8;1.165443;9.538536;11.954709;11.341206
9395;435160.261;12737.29;4965077557.46;2;2.363853;11.47344;13.374069;12.732516
9396;22355313.111;17270.28;380187843437.74;7916;1.758954;10.109371;12.52172;11.911333
9397;3211618.264;17862.50;61807595295.24;7;2.363853;10.83585;13.324328;12.681455
9398;5717497.492;12203.86;69998912543.54;2;2.162156;10.617665;13.056822;12.437579
9399;711812.19;12820.94;12301250646.54;3;2.363853;10.837381;13.419316;13.089428
9400;7941459.223;12510.65;99352816208.54;1;2.363853;10.83585;13.281583;12.660317
9401;2974803.456;49907.87;148466108092.00;2;-0.213263;7.807968;-27.904947;-31.938644
9402;181204703.098;13008.90;2357273712937.81;5;218.75049;2.112243;4.06349;-14.173749
9403;603239.077;12463.06;6490266417.85;3;7.134988;11.593044;13.040452;12.52893
9404;1846532.772;12547.27;23429247120.54;65;7.156245;11.615184;13.037688;12.539987
9405;1833158.907;14192.93;25719046441.41;1019;6.922874;11.372128;12.791843;12.294895
9406;567127.149;13732.56;7788110093.70;3;7.991905;12.485519;13.919085;13.416302
9407;915949.927;11930.12;11429491582.85;8;7.134988;11.593044;13.015267;12.516462
9408;4682926.297;12257.99;88517694465.26;76;6.291527;10.714584;12.125642;11.630758
9409;953563.485;13764.94;14683973644.65;596;6.396235;10.823665;12.243488;11.74852
9410;420602.725;12164.16;5114522461.91;105;6.082728;10.49712;11.907964;11.414719
9411;2695637.799;16663.24;44918063894.69;7;11.113469;11.295498;11.231494;11.111311
9412;163189.912;13434.28;2192338264.36;1;13.779414;13.965798;13.900262;13.777204
9413;1371202.17;17097.25;23445996274.31;344;11.658548;11.841468;11.77715;11.65638
9414;624629.29;16326.90;10192614680.20;258;10.573673;10.758631;10.694552;10.575057
9415;1071185.899;15106.71;16402099548.84;272;12.604845;12.857019;11.646358;10.6735
9416;405640.827;14381.29;5833636785.81;119;11.506543;11.756264;10.557432;9.59486
9417;178346.896;12318.58;2196980025.67;1;14.293365;14.549309;13.320545;12.333132
9418;2921209.698;14284.78;41728841243.99;10;12.05301;12.303951;11.099207;10.131098
9419;10383.3;12339.14;128121010.81;23;9.9179;9.870712;10.468416;10.121126
9420;133828.175;13484.97;1804668452.11;5;9.917898;9.870712;10.44031;10.10686
9421;1972.173;12922.75;25485895.76;19;9.105833;9.059037;9.652339;9.307604
9422;104266.778;13742.40;1432875715.29;5;10.742068;10.694529;11.296705;10.946815
9423;153725.34;13194.43;2028318372.25;6;9.917898;9.870712;10.468419;10.121125
9424;274349.47;12916.71;3561092716.83;9;9.917898;9.870712;10.468419;10.121125
9425;3931548.597;13774.93;54156791067.00;12;-2.859848;-2.904586;10.078491;61.514877
9426;53244.471;13774.93;733438655.32;1;-2.859848;-2.904586;10.078491;61.514877
9427;4265170.676;14098.92;60134300150.08;44;18.099241;17.3472;19.114697;19.490068
9428;3260701.621;23147.83;77611554418.70;15487;1.414011;12.12075;13.101967;12.313559
9429;525999.013;12387.86;6520106428.22;1393;557.6894;77.43377;64.79457;29.947792
9430;318149.265;16003.19;5091401976.94;136;12.89559;12.536911;3.879056;-0.863604
9431;1695910.786;16175.30;27340712770.32;996;11.874572;12.64872;14.926658;14.734558
9432;1580572.749;24082.09;38063488720.55;456;10.077244;11.585037;13.602672;10.731244
9433;237216.722;102904.14;24410583317.82;4123;-2.072471;-1.849701;-3.186367;-2.458054
9434;27755.027;17613.25;488856279.43;1084;-35.57999;-4.453482;-10.607657;-6.826258
9435;154176.299;8189.19;1262578850.25;27;-2.706239;-3.312997;-5.467329;-4.569259
9436;177496.138;9598.00;1703607359.91;60;-2.702735;-3.153841;-5.160746;-3.988255
9437;1342615.327;17134.75;23005376647.93;26;5.750933;5.530375;5.435561;3.92547
9438;301546.718;13080.16;3944279292.62;243;-0.274516;0.169901;6.803627;17.306479
9439;977165.507;13493.25;13185140692.18;17;9.185244;13.152261;12.081325;13.70892
9440;302026.89;11501.35;3473717733.23;44;11.050848;81.7055;20.686499;8.38036
9441;442140000;13332.56;5889912662893.62;6725;751.5526;77.09536;45.002144;18.825455
9442;57508437.466;3269.74;189298375879.50;45;8.525692;12.302073;14.391358;13.434816
9443;2878446.377;12813.96;35621166430.03;2;9.342503;13.147226;15.252191;14.286173
9444;43920456.78;3223.25;131152020376.67;4;8.254777;12.021756;14.105841;13.152454
9445;45373158.519;3132.96;141462662264.58;24;7.499796;11.240577;13.310168;12.403863
9446;68756415.463;3159.03;218004282715.89;5993;7.714967;11.463215;13.536937;12.637812
9447;124151560.883;3159.07;382059937487.82;2525;7.714967;11.463215;13.536937;12.637826
9448;16434036.631;3682.93;60453400954.04;1113;-4.556805;8.455003;17.294376;16.214224
9449;1444234.99;10076.07;14552207057.26;1;3.322725;0.0;0.0;0.0
9450;19344.461;5711921.18;112656686880.83;5316;2.807443;10.813893;14.106864;12.873833
9451;10.594;5687380.34;60254617.15;1;2.602037;10.592549;13.87896;12.65825
9452;4295.345;5889915.59;15095647710.32;19;3.581331;11.647877;14.965562;13.672491
9453;23218.984;5711922.51;131064512467.00;1144;2.807443;10.813893;14.106864;12.873862
9454;189.16;12846.60;2430061.96;1;4.36095;12.488115;15.830677;14.525557
9455;262412.934;11714.33;3188970655.95;275;12313.285;97.94117;72.45978;30.90535
9456;277590.009;10230.31;2989830931.54;167;460.00903;3.402485;8.857081;-11.628669
9457;1368652.904;11806.24;16742022652.27;275;47.30224;25.782885;25.089504;23.166092
9458;8696708.934;5161.21;44860615840.35;489;3.71233;11.603905;13.013231;12.204901
9459;34267264.589;20204.91;692366911608.09;2;16.200657;15.422091;12.769213;11.7599
9460;14920761.781;13202.30;196988442718.41;7;1310.357;83.769264;60.604427;26.82969
9461;1835053.774;12227.84;22438749124.76;2;1310.357;83.76927;60.604427;22.21125
9462;1021353.928;11826.91;12079460670.30;5;1299.9868;82.41045;59.41646;25.959497
9463;49531726.007;12547.89;621518655957.22;8;1312.4509;84.04363;60.826675;25.401112
9464;21938750.038;13246.46;290610688772.31;2;1311.7524;83.95211;60.76427;26.946087
9465;4195389631.353;32.45;136124038394.12;3;8.595127;13.250812;8.714429;9.495034
9466;3159308.089;26130.48;82554238926.48;7;12.948477;17.687443;-8.036996;0.470567
9467;2939600.507;16454.96;48371000113.10;3;13.086919;8.708651;-9.340203;-8.339527
9468;3921959.65;11110.40;43574544787.88;2;0.791539;-0.180901;20.575981;9.99435
9469;5547548.111;43599.16;241868413986.03;2;30.626034;5.199083;11.196931;2.985327
9470;2075817.097;14891.00;30910993859.65;4;5.303543;14.654566;16.644379;5.642589
9471;6080875.642;16395.73;99700412960.02;12;-0.545209;-0.945799;15.397812;41.528183
9472;38110.932;6899.01;262927524.16;1;-48.923176;-52.299187;-44.67147;0.0
9473;34026.887;6282.19;213763511.74;2;-58.71137;-61.00113;-52.500793;0.0
9474;22095.381;5968.16;131868699.43;3;-63.525703;-65.27113;-56.322426;0.0
9475;9611.301;5339.84;51322838.77;3;-72.752945;-73.45715;-63.684917;0.0
9476;4134982.624;10186.75;42122020150.46;1;-0.548347;-1.113381;0.0;0.0
9477;3328570.885;30578.70;101594949384.94;4881;15.217964;9.700335;14.967181;14.394667
9478;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
9479;121934587.796;3435.13;430908710959.98;125;9.704608;11.560791;12.983779;12.836593
9480;67581889.637;3400.01;225705312557.52;93;9.704618;11.560792;12.983779;12.836593
9481;39109261.479;3361.51;89013850510.41;17;9.212175;11.062348;12.481098;12.344762
9482;172507827.407;3232.25;541997739011.40;11157;8.721934;10.567192;11.9827;11.857132
9483;225980621.748;2972.15;675267637345.17;2136;6.729479;8.560796;9.976625;9.844734
9484;11768215.897;3410.41;39820780207.33;108;9.649792;11.505257;12.927736;12.770334
9485;2531582.142;3329.13;7357973280.19;14;9.540216;11.394269;12.815729;12.658479
9486;120478988.662;3391.69;377239568598.73;49;9.704608;11.560792;12.98378;12.836593
9487;382155916.157;3426.87;1157941459070.40;465;9.704612;11.560792;12.98378;12.836593
9488;58286951.877;3424.20;197545983761.60;69;11.126991;11.190592;13.992134;13.901977
9489;27527734.429;3457.36;94715909578.41;111;11.126991;11.190592;13.997075;13.925218
9490;18948350.048;2960.97;55929984397.21;49;8.113385;8.204977;10.98105;10.913556
9491;38157857.926;3372.74;124604904820.49;41;10.628187;10.693798;13.493289;13.4118
9492;4547281.811;3376.56;14889138474.71;26;10.960467;11.024621;13.812564;13.717233
9493;28158859.432;3438.60;96461210868.08;177;11.071457;11.135242;13.941769;13.858938
9494;262551600.184;3198.57;850382726553.85;29846;10.076569;10.145528;12.93518;12.843735
9495;1012647.343;19217.26;19460308809.83;3;7.820934;8.720971;10.965479;10.703886
9496;16231875.005;21963.66;319546526707.20;250;10.826412;11.720784;13.998851;13.670747
9497;10870068.492;21003.31;225307455439.28;26;10.571874;11.465274;13.739135;13.380863
9498;73273928.408;20561.66;1504385576671.40;2366;9.987551;10.87972;13.144865;12.788763
9499;56860436.127;8274.59;466108726367.94;153285;12.135887;11.465377;13.317175;12.665581
9500;443139.467;10327.95;4577721403.48;352;3784.2288;72.87334;60.29136;29.91917
9501;412925.896;16082.92;6737180813.04;3836;584.1419;60.972984;42.6778;18.351053
9502;6593837.132;14916.73;100304978746.92;8302;19.510313;5.808739;16.778019;16.627773
9503;8.008;13872.83;111100.06;5;13.931602;12.380961;14.342164;0.0
9504;23435592.215;13842.08;330289290145.05;26929;13.541186;12.002661;13.98252;13.565359
9505;4567362.543;11872.72;53834793367.22;10136;29.503344;1.985998;18.637999;20.124681
9506;792304.373;12182.75;9797329901.47;3398;114.58633;23.715818;19.107199;16.136469
9507;433462.93;11461.09;5095377394.27;622;54.121605;12.131998;14.334493;11.684903
9508;446186.246;12974.07;5808416708.33;2116;152.3005;27.336718;22.592854;19.392244
9509;1081087.76;10047.68;10862419954.08;156;11.838355;-21.958103;0.746282;0.453982
9510;2807374.831;10858.88;30556484604.72;7453;10.235923;9.021711;13.186346;0.0
9511;1152033.57;10973.41;12847663367.76;5236;36.626934;14.879322;16.85325;0.0
9512;395507.982;10613.51;4268871017.90;4776;95.71956;21.38953;0.0;0.0
9513;5419719.783;13089.76;70942847096.32;901;9.07755;7.393118;4.135023;5.734704
9514;14862.971;12808.09;190366244.06;1;-2.407028;7.779923;0.410818;2.485263
9515;405018.43;12761.77;5168751955.18;161;-2.407029;7.721423;0.399325;2.4789
9516;1592787.414;48234.42;78429633266.65;87;11.136438;11.184492;13.129761;12.31722
9517;597955.217;49083.51;28349741890.01;13;11.465809;11.514023;13.465033;12.650086
9518;101020.724;49650.96;8212745443.30;41;11.686474;11.733609;13.651433;12.854222
9519;1369584.852;47402.20;64583686055.05;3534;10.809183;10.856736;12.796166;11.986083
9520;36155.844;49950.12;1365988728.16;3;11.797134;11.84549;13.802283;12.98492
9521;19246843.258;48328.99;930609741140.16;105028;11.136374;11.184475;13.222405;12.390384
9522;898494.711;49083.51;44101275686.90;55;11.465809;11.514023;13.465033;12.650086
9523;9132414.122;14120.53;128875334400.26;70580;-13.455496;5.980638;15.223716;14.030116
9524;3047030.854;18978.04;57458999211.13;5091;3.836703;12.230707;15.340568;14.03592
9525;36071634.973;3703.68;132156075428.86;25;5.610264;12.2961;14.061691;13.661306
9526;15261.45;11893.29;184508971.61;18;5.421823;12.095743;13.858122;13.458442
9527;146873.444;11310.44;2726996073.94;11;3.354601;9.898069;11.626018;11.177607
9528;104491.37;13227.15;1382123152.75;14;5.92544;12.631163;14.402009;14.000435
9529;8314608.695;3526.83;29322478701.84;1;4.881988;11.521845;13.275296;12.877664
9530;23849106.676;4022.11;95841526440.37;6;6.454993;13.194147;14.973819;14.570241
9531;88672482.47;3527.61;309378754240.59;6526;4.881992;11.521847;13.275298;12.877666
9532;44680901.635;3713.03;153476109730.58;104;5.610266;12.2961;14.061691;13.661306
9533;615841.178;11488.92;7075350936.11;37;2.245001;9.39322;15.629254;14.845639
9534;18244.241;13717.10;250258159.93;1;2.548379;9.71774;15.97222;15.58209
9535;11207039.268;2380.17;26674678074.55;15;2.853582;10.044223;16.317265;15.925976
9536;3099335.596;11544.58;35780535177.39;17;2.751632;9.935174;16.202017;15.400512
9537;108390.844;11141.22;1207605921.27;1;3.676303;10.924305;17.247374;11.379268
9538;135378.65;15983.47;2163820346.14;1;2.447045;9.609351;15.857672;15.467926
9539;8099314.303;2812.32;22777825108.91;154;2.447057;9.609354;15.857675;15.467929
9540;298345.164;13806.58;4119126056.51;45;2.649904;9.826352;16.087008;15.696492
9541;957645.459;13740.24;12552550784.72;96;2.548387;9.71776;15.972243;15.582112
9542;108353.003;12342.85;1337384716.25;1;2.955692;10.153456;16.432707;11.92966
9543;855752.608;13699.39;12755653146.63;8;2.9046;10.098808;16.37495;15.983469
9544;5145267.869;22025.74;113328340140.72;29;4.740873;23.391123;13.883021;15.024754
9545;165193.225;10888.70;1798738868.30;8;161.5155;21.591644;12.600523;7.100802
9546;110052.782;10878.66;1197227296.30;4;161.77173;21.711025;12.711098;7.205991
9547;100023.193;10448.45;1045087233.01;1;9.822887;10.765415;0.0;0.0
9548;779525.315;10453.39;8148678366.56;62;9.714296;10.655894;0.0;0.0
9549;128144.396;26701.47;3421643547.06;1;13.358958;16.213371;12.480388;11.48719
9550;28018783.285;23821.11;667438451702.05;1080;11.684244;14.496608;10.818616;9.840052
9551;5145267.869;22025.74;113328340140.72;29;4.740873;23.391123;13.883021;15.024754
9552;2334878.011;12477.87;29134304286.59;2;3.996057;23.083311;20.34626;16.76127
9553;1567316.784;12431.02;19483351212.63;355;3.79157;22.841402;20.109716;16.531754
9554;441243.525;29580.51;13052206701.70;50;14.527731;10.85254;11.0685;10.70558
9555;193164.948;22586.53;4362926448.38;16;12.346645;8.74137;8.953228;8.597203
9556;333809.041;25826.29;8621049570.01;53;13.426737;9.786846;10.000721;9.641282
9557;3879472.793;27636.63;106338329077.25;116;13.974622;10.31712;10.532038;10.170869
9558;265381.401;21164.95;5616783221.40;70;9.931908;11.60846;11.349981;11.368933
9559;1319445.564;14438.84;19045255841.88;234;14.071466;9.119352;11.008578;10.595832
9560;1110402.353;103161.68;114550974373.76;2;4.27815;-0.273996;10.929967;8.763166
9561;738870.23;18380.16;13580555772.30;22;86.92179;21.541143;13.71147;12.829573
9562;1110402.353;103161.68;114550974373.76;2;4.27815;-0.273996;10.929967;8.763166
9563;738870.23;18380.16;13580555772.30;22;86.92179;21.541143;13.71147;12.829573
9564;2992773.965;84942.40;254213392316.54;16;-1.083293;29.45449;15.073908;24.073011
9565;4520376.778;89381.86;404039662904.61;41;9.346786;25.397951;83.03593;51.2638
9566;1477433.695;38644.34;57094451953.63;36;20.91453;13.073302;6.097887;10.257619
9567;1183550.157;45042.54;53310108557.61;19;-5.630839;-1.046412;3.992652;55.082348
9568;6331904.647;59937.62;379519306901.53;42;0.687228;0.488146;0.162722;3.06051
9569;13618535.359;21698.86;295506677511.63;150;-3.526914;14.126483;3.802842;7.943903
9570;2147423.513;13249.92;28453195866.99;30;-2.999469;-2.427849;6.574373;25.09479
9571;24.309;11819.23;287314.24;1;12.818176;11.568877;12.440947;12.187017
9572;8638108.811;14504.83;125294331512.54;1;14.453495;13.186137;14.070813;13.813213
9573;586486.104;20022.17;11709020680.67;20;12.762617;11.513931;12.385573;12.131768
9574;1078443.79;11164.66;12040455743.03;2;14.453497;13.186137;14.070813;11.24203
9575;181346289.366;21295.75;3499606340284.01;487;13.096793;11.844418;12.718636;12.464081
9576;318300242.5;3234.44;1026831426470.89;89;11.473492;11.463347;12.875076;12.500497
9577;19676585.722;3234.44;63104840175.86;333;11.473492;11.463347;12.875076;12.500497
9578;12104350.469;3385.18;51733545637.29;8;12.303513;12.293279;13.715491;13.33813
9579;6292271.728;3205.54;20165205930.01;530;11.308973;11.298827;12.708478;12.33445
9580;2437823.062;3263.95;9956394804.22;18;11.638515;11.628353;13.042167;12.667034
9581;44560864.928;3385.18;152446661280.01;36;12.303513;12.293279;13.715491;13.33813
9582;21562985.745;12391.96;267207713853.05;1;11.901232;12.025057;12.731588;12.383225
9583;30534727.96;3395.93;103694619851.46;126;12.066883;12.190892;12.898466;12.549589
9584;23320.417;3414.91;79637218.78;11;12.177588;12.301721;13.009993;12.660772
9585;491986.314;3424.45;1684782923.23;38;12.233027;12.357218;13.065838;12.716446
9586;375499.932;3434.02;1289473874.62;32;12.288519;12.412769;13.121739;12.772174
9587;1078443.79;11164.66;12040455743.03;2;14.453497;13.186137;14.070813;11.24203
9588;181346289.366;21295.75;3499606340284.01;487;13.096793;11.844418;12.718636;12.464081
9589;8638108.811;14504.83;125294331512.54;1;14.453495;13.186137;14.070813;13.813213
9590;24.309;11819.23;287314.24;1;12.818176;11.568877;12.440947;12.187017
9591;586486.104;20022.17;11709020680.67;20;12.762617;11.513931;12.385573;12.131768
9592;2437823.062;3263.95;9956394804.22;18;11.638515;11.628353;13.042167;12.667034
9593;318300242.5;3234.44;1026831426470.89;89;11.473492;11.463347;12.875076;12.500497
9594;6292271.728;3205.54;20165205930.01;530;11.308973;11.298827;12.708478;12.33445
9595;12104350.469;3385.18;51733545637.29;8;12.303513;12.293279;13.715491;13.33813
9596;44560864.928;3385.18;152446661280.01;36;12.303513;12.293279;13.715491;13.33813
9597;19676585.722;3234.44;63104840175.86;333;11.473492;11.463347;12.875076;12.500497
9598;9965439.497;18233.19;185289716974.83;19;15.219477;13.77844;14.05564;14.286167
9599;936522.07;12699.23;11893106342.99;1;13.517313;12.090268;12.364011;12.591163
9600;67498959.754;18793.02;1235580690947.46;296;14.362078;12.927199;13.201634;13.430272
9601;19656641.714;18267.77;288975705011.77;79;14.362077;12.926868;13.199445;13.428757
9602;14203119.52;24476.89;340690033418.01;5409;13.517313;12.088824;12.361821;12.588901
9603;5359942.27;14351.96;80134750812.87;96;13.85372;12.421987;12.69503;12.92354
9604;47317.033;14323.89;677763988.47;3;64243.43;140.64935;74.143234;41.00038
9605;242493.671;25707.39;6233879451.43;162;63003.668;135.92181;70.71986;37.90891
9606;443106.799;15043.47;6721861823.93;42;63370.52;137.3205;71.7331;38.854565
9607;34570.634;12425.69;429563959.40;2;63772.82;138.85529;0.0;0.0
9608;7420132.789;18542.52;137503674192.80;1051;29.531734;11.154828;18.70629;17.84237
9609;4300141.108;20074.46;87113027997.64;47;30.560074;12.042152;19.653198;18.78263
9610;18381482.874;19058.09;350340878525.41;34;30.819706;12.26621;19.892332;19.019114
9611;8021927.947;21177.94;168887911183.83;9;31.473324;12.829733;20.494146;19.617334
9612;4768016.299;18716.78;89241898248.82;52;30.172544;11.707525;19.295485;18.42704
9613;134728.917;27105.38;3651878336.38;263;15.676294;15.797506;17.081577;17.530102
9614;97.215;6108641.02;593852453.57;1;-2.723332;24.987314;-19.859486;14.156256
9615;14720273.747;12781.01;188155857161.46;337;14.329654;16.739916;17.696362;17.678457
9616;412373.508;19317.73;7966120970.78;2;3824.379;65.74815;37.84404;4.906803
9617;216811.274;21726.49;4710547332.54;70;3748.1885;62.48989;35.13246;2.841655
9618;1698408.332;15850.59;26880761168.36;12;3785.9094;64.10249;36.474964;3.864066
9619;145053.681;15880.46;2303519558.91;4;3763.1885;63.131298;35.666042;3.247889
9620;442833.096;13016.16;5763987471.25;15;95.1535;-0.227148;9.337795;-13.686079
9621;435642.288;12734.47;5547675630.79;1;97.68584;1.075082;10.764643;-12.558972
9622;925989.272;13492.54;12493944045.65;13;96.216934;0.319766;9.93694;-13.212866
9623;358756.717;12634.12;4532576790.37;57;94.28452;-0.67141;8.852022;-14.069718
9624;415007.231;9259.71;3842845492.62;3;5631.661;17.777657;18.48707;-9.888583
9625;292787.389;9930.57;2907546438.72;2;5688.3423;18.959553;19.676178;-8.983534
9626;153002.512;9235.05;1412985962.85;41;5576.082;16.618525;17.320827;-10.776143
9627;124462.101;9368.95;1166079045.96;3;5598.1836;17.079674;17.78483;-10.423055
9628;1164151.961;13762.73;16021904951.31;9;314.23917;5.484162;27.099955;19.79994
9629;533824.904;10833.25;5783058314.78;3;318.3654;6.543383;0.0;0.0
9630;590008.243;13619.29;8248495820.71;34;312.61136;5.066186;26.596996;19.32546
9631;296218.98;13552.23;4014427505.29;9;311.80225;4.859122;26.347553;19.089546
9632;412760.442;13414.50;5536974617.40;79;310.19348;4.445481;25.849602;18.621145
9633;1904630.545;10208.45;19443330685.61;7;9.448251;-9.300095;-0.166329;-17.50059
9634;1027388.117;10075.27;10351210079.77;99;8.639686;-9.973226;-0.907086;-18.11193
9635;3573166.315;13453.42;48071294353.55;5;14.179184;4.825271;23.374645;23.16452
9636;3450477.985;14845.39;52394694421.43;43;13.896657;4.564334;23.068089;22.85791
9637;1884423.605;14849.04;27981872114.05;4;15.035212;5.614325;24.30302;24.091265
9638;2046454.229;14693.12;30068807203.23;182;12.780357;3.535184;22.293924;22.167875
9639;956776.366;14482.95;13856947918.97;7;13.896655;4.563417;23.068336;22.858713
9640;104198330.676;11240.81;1171273305906.85;1286;4207.5225;14.107339;3.149759;2.621209
9641;1305479.752;8110.35;10587895481.20;19;10.425867;-13.554883;-1.438325;-18.515293
9642;4997323.066;12627.84;63105398557.46;4;15.141649;16.315374;17.397062;17.664244
9643;30181136.676;21774.98;656272332387.42;1562;11.810423;10.999511;11.493477;11.573515
9644;16953763.367;22207.94;378752944106.93;478;12.301924;11.457251;11.925757;12.009436
9645;11530646.67;24794.82;285200354978.35;2;14.110143;13.290891;13.730699;13.840985
9646;41113165.202;21902.10;895910002186.40;305;11.919051;11.104888;11.587903;11.669848
9647;6674193.312;21432.42;142900022131.25;12154;11.593435;10.760734;11.281284;11.368895
9648;14821255.72;13316.09;197361143389.35;5;14.996014;14.730433;15.572498;15.6045
9649;13918197.779;21645.22;301491744328.66;2878;11.701826;10.905204;11.36425;11.458745
9650;2316314.39;197934.86;438236440272.10;83;12.545043;11.677126;13.585656;13.364687
9651;9505954.271;12632.97;153178744057.13;10;12.266476;11.487154;13.356581;13.057202
9652;6535447.232;175451.44;1129448671650.56;12411;11.057258;10.094186;11.483393;11.299499
9653;3092727.049;219903.19;680235479254.96;37;13.388783;12.520714;14.497921;14.200286
9654;4640788.438;178079.72;833327745462.51;2031;11.226107;10.256682;11.645034;11.459745
9655;1554689.194;184373.42;305429572431.83;827;11.713733;10.73666;12.132827;11.97629
9656;6491846.854;172565.86;1122237515628.38;79969;10.840476;9.859469;11.243175;11.061359
9657;43957157.539;10993.54;444380303499.80;9;12.54497;11.648026;13.725195;0.0
